Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",0.863185408,0.877543328,0.883992484,0.889544492,0.893722009,0.895043255,0.895382297,0.885936054,0.902281229,0.88246095,0.872477856,0.863218252,0.850577141,0.832028414,0.818263611,0.810185737,0.797277211,0.801067548,0.825111303,0.862773281,0.883563145,0.87929396,0.924196979,0.914042919,0.924579484,0.867769962,0.89352064,0.942555623,1.006852755,0.992365227,,,,,,,,,,,,,,,,,,,,,
Gabon,146.6309845,125.7134395,123.175251,119.7113902,171.7708076,170.496007,190.1383599,188.6844074,153.3977369,180.2345753,225.8132551,207.1504181,205.6699926,201.481737,211.435086,246.2512556,262.6046972,266.5559926,315.0164895,256.1260878,295.1128718,325.7325807,326.2744934,316.4349677,310.4154632,297.0107943,289.7207932,279.7657465,292.7109985,292.0478012,265.4585824,,,,,,,,,,,,,,,,,,,,
United Kingdom,0.632935,0.65153,0.658168,0.660507,0.65571,0.714632,0.714617,0.708919,0.720742,0.725819,0.704306,0.694382,0.689877,0.696596,0.68841,0.707619,0.69742,0.7101,0.701691,0.709551,0.701707,0.706052,0.701634,0.695248,0.698444,0.692551,0.688603,0.684601,0.683551,0.683982,0.699569,,,,,,,,,,,,,,,,,,,,
Georgia,5.46E-07,8.55E-07,1.18E-05,0.001790888,0.107689494,0.277116686,0.389242661,0.407656594,0.431082998,0.466281178,0.477431708,0.492301143,0.513322204,0.521221015,0.550352849,0.576087597,0.606410031,0.6464369,0.694948625,0.674958899,0.761852897,0.811295331,0.743100882,0.724774063,0.722901881,0.753516793,0.747672737,0.80457169,0.819972553,0.847420989,0.895038861,,,,,,,,,,,,,,,,,,,,
Ghana,0.016839539,0.019553171,0.021249118,0.027349265,0.034845227,0.048820781,0.067042312,0.078729906,0.0911265,0.10237977,0.127409688,0.168084317,0.203224254,0.256789741,0.28594131,0.318798377,0.349006762,0.403188583,0.472262453,0.542116946,0.624804214,0.697181165,0.766061068,0.883554935,1.046781182,1.265835881,1.54423666,1.763949633,1.897553201,2.050152457,2.328282051,,,,,,,,,,,,,,,,,,,,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,457.6992101,557.0335512,687.4231805,676.0374471,671.3554129,696.7014669,694.7508103,692.7688099,707.8338091,727.2584466,756.1728278,752.9094303,744.3932302,847.1001222,961.1780198,1187.463708,1585.771192,1754.601442,2008.641174,2028.74735,2328.29955,2485.898739,2789.937254,2932.74913,3059.938067,3164.997658,3159.338055,3216.033858,3362.327807,3632.031613,4053.637735,,,,,,,,,,,,,,,,,,,,
"Gambia, The",2.359844237,2.471113993,2.588077398,2.658184831,2.700920139,2.750295314,2.779482813,2.837419927,2.87647848,2.958622572,2.95808743,3.332432666,3.808836768,4.763654974,9.008031759,9.095291533,8.943182673,9.093725748,9.141066539,9.481349782,9.901135479,10.14197158,10.83116345,11.87320237,12.50587933,13.58817577,14.48261453,15.2860757,15.96540131,16.80677946,17.79265813,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,14.5500964,23.62969396,38.11592234,55.50021259,66.97358428,94.94016396,129.8118157,171.175486,182.938631,202.5270926,204.5581279,213.7172721,214.1697261,199.7268137,191.7935381,196.7887616,186.6673934,189.7482079,209.3475787,202.6565436,206.2625433,230.3917605,232.1931104,229.7442533,223.3036072,223.3507391,224.4070493,222.7486019,228.9459056,217.2427292,214.862882,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,139.875086,140.1055695,115.8558591,110.1265189,134.2693699,141.6129918,140.2086613,119.7108886,81.01126032,111.1288547,159.3110371,137.2290652,132.9538476,131.3594733,149.5625893,206.8008528,226.7734649,227.5494584,267.4922548,210.1707511,259.493303,297.5095181,295.037992,289.6785784,284.1852877,277.4635503,267.9431478,248.9343122,266.2255132,255.8113954,229.1628521,,,,,,,,,,,,,,,,,,,,
Greece,0.336309,0.389679,0.437379,0.488904,0.532208,0.57232,0.602871,0.627391,0.647942,0.67328,0.669482,0.668361,0.662967,0.685789,0.69509,0.708976,0.693383,0.71919,0.707951,0.703914,0.721426,0.713163,0.684663,0.631286,0.611135,0.60907,0.58858,0.575041,0.564183,0.554176,0.543695,,,,,,,,,,,,,,,,,,,,
Grenada,1.650968583,1.70347919,1.732337251,1.724115396,1.741931005,1.758247304,1.772786471,1.773837622,1.78457887,1.778908784,1.78685943,1.78599832,1.764730991,1.731220464,1.720076019,1.709646955,1.736303747,1.730100996,1.830273406,1.816246063,1.803938325,1.770994783,1.800373794,1.769275189,1.732787372,1.735502125,1.730124235,1.690312862,1.645603927,1.643260783,1.644505162,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,1.000888593,1.287395556,1.370249892,1.532682216,1.676546862,1.784449993,1.908324121,2.0308806,2.199112255,2.277104852,2.379441911,2.505149698,2.625680177,2.693067671,2.780438951,2.849292519,2.90336355,3.028591628,3.250283836,3.341823358,3.473042331,3.636532543,3.647882229,3.716833597,3.766833305,3.731572149,3.857656711,3.932594064,3.886072842,3.958439739,4.014520505,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,17.23949842,39.11049285,42.56035793,48.6227083,55.49561413,61.06974281,62.32887607,62.15661578,63.29037815,69.38378663,72.33637223,71.01168717,71.73660328,73.75189847,76.68426443,80.04381278,82.06467501,90.06151382,96.92706316,97.05373963,100.0915838,100.2694742,104.8881661,102.2783421,101.928622,102.8383276,106.2298044,105.3527854,99.91180785,101.0661979,73.59832361,,,,,,,,,,,,,,,,,,,,
High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",5.749772753,6.070050913,6.522306117,6.92011663,7.203726263,7.347858565,7.640288903,7.94341707,7.950826997,7.516661469,7.102748127,6.826997986,6.492065129,5.990788504,5.624251412,5.446165568,5.257923521,5.281025689,5.24664689,5.187404103,5.141532481,5.232639325,5.454227909,5.547578815,5.706450464,5.831053255,5.932289137,6.011433121,6.085199857,6.100863068,6.066131019,,,,,,,,,,,,,,,,,,,,
Honduras,1.967922923,2.403872227,2.4366653,2.639924513,3.136281263,3.800331481,4.410981309,5.046099958,5.503850579,5.83653913,6.260248104,6.621119106,6.852520311,7.115074049,7.375571436,7.67342852,7.846406098,8.147408188,8.61456841,9.203739745,9.523142088,10.05656142,10.37037945,10.33155062,10.39820098,10.47443393,10.3925352,10.36155893,10.31564427,10.55295344,10.90984734,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,,,,,,3.190855203,3.259312425,3.425085998,3.654304758,3.746346479,3.785358442,3.872182508,3.879351185,3.988116657,4.011406386,4.093491548,3.919320306,3.870232333,3.872411417,3.839750118,3.870556919,3.752640639,3.664122979,3.575117045,3.54347374,3.512382548,3.382018413,3.324660248,3.301552643,3.272160018,3.208765361,,,,,,,,,,,,,,,,,,,,
Haiti,1.858773173,2.060658313,2.435990192,2.815951227,4.320557527,4.907365261,5.299909981,5.873152958,6.630017565,6.99520378,7.598739618,8.395954067,8.929557826,10.37469508,12.05073896,13.00725701,13.86472095,14.51102869,15.84494592,17.06250163,17.97635078,18.49496279,20.12858786,20.9299429,21.59558085,23.23226562,25.26046954,28.49839614,30.64271971,35.3536007,40.20003861,,,,,,,,,,,,,,,,,,,,
Hungary,,30.14760569,35.81589798,42.43164199,49.6419771,61.62058187,74.03912761,87.41276316,97.82634747,104.5458851,110.0387347,114.3907446,118.1412785,122.1380759,128.4884782,130.9299483,131.6666443,134.2297374,131.0053508,127.5963627,126.3141727,124.2718292,125.6236113,124.9794253,129.4149757,132.5535122,132.0338038,136.0365242,139.311564,143.2321246,148.0132478,,,,,,,,,,,,,,,,,,,,
IBRD only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,349.823549,368.0462266,386.0743,449.3707461,474.1905212,510.3491145,544.6566729,602.7342436,1044.661363,1175.624139,1385.047306,1549.071487,1614.861897,1672.419791,1767.827658,1960.134779,2170.576961,2351.779121,2725.605152,2928.815148,3336.992902,3512.75305,3569.898615,3765.669894,4030.779029,4353.334001,4518.099507,4695.651357,4760.657923,4751.925718,4673.639737,,,,,,,,,,,,,,,,,,,,
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,5.489941573,6.040629114,6.43552107,6.906542824,7.437010566,7.944423546,8.392544976,8.784588262,9.38264495,9.532905186,9.664333068,9.761000631,9.966049258,10.1627834,10.4629596,10.71733824,11.27644675,11.74405238,12.57911667,13.36286062,14.59932084,15.54954921,16.16083522,17.3423251,18.38654906,19.23500241,19.89872742,20.6477927,20.9172341,21.28320531,21.98955852,,,,,,,,,,,,,,,,,,,,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,0.785697,0.773686,0.77772,0.799042,0.795593,0.802896,0.809337,0.83474,0.863389,0.913882,0.943538,0.969212,0.981997,1.004971,0.991974,1.011707,0.979542,0.958956,0.944447,0.900621,0.848854,0.831513,0.823072,0.811228,0.819041,0.809686,0.794289,0.794405,0.791185,0.806851,0.783858,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",93.57746071,114.0271138,144.8089188,206.7944381,270.5550843,365.9503676,468.0659655,536.0881114,579.3202372,760.1106113,929.158192,1059.751997,1348.152223,1496.441462,1816.438038,2116.809798,2354.248477,2818.576675,3301.779329,3427.474637,3926.110599,4758.868151,6093.548151,8503.83523,9758.572906,1.07E+04,1.18E+04,1.31E+04,1.70E+04,2.28E+04,3.00E+04,,,,,,,,,,,,,,,,,,,,
Iraq,,0.885995464,1.771496727,3.711355378,18.03937013,69.85705221,59.99554953,112.9431749,93.97185581,158.5419468,193.2431004,152.8898397,162.7932456,181.9746469,207.88184,273.892236,327.1109204,364.5603584,465.5131561,371.8049868,428.4824267,523.3401873,525.7377546,531.1280895,557.2794065,560.5164374,570.4848265,560.7606606,616.5786912,607.3651528,507.5758229,,,,,,,,,,,,,,,,,,,,
Iceland,67.45891314,70.71081624,71.51996373,71.14448641,71.47047865,72.10102161,74.30317553,73.69011582,76.66586295,79.24659313,84.6967104,88.28279026,91.1054148,92.70374266,93.36410863,95.84066834,101.7688857,107.4913171,114.5270063,121.8862036,132.7795188,135.1520109,136.96767,137.0226217,138.5478687,141.9749309,140.029958,138.2771661,138.2964232,140.567262,145.342056,,,,,,,,,,,,,,,,,,,,
Israel,1.684587,1.957492,2.144654,2.327360002,2.564403,2.739532001,2.974476001,3.166872998,3.346806001,3.504641003,3.441656003,3.427429996,3.462675997,3.628858998,3.537656999,3.716937004,3.788173003,3.725704,3.867205006,3.965030006,3.981340999,3.944762999,3.955357994,3.839565993,3.940387004,3.923924998,3.788510996,3.751632997,3.711752998,3.703982998,3.586795994,,,,,,,,,,,,,,,,,,,,
Italy,0.693124,0.72128,0.736014,0.746918,0.757208,0.778185,0.799648,0.804486,0.799865,0.806447,0.805011,0.816163,0.823489,0.834324,0.85257,0.855139,0.823944,0.810364,0.783694,0.770755,0.772539,0.758687,0.747731,0.737299,0.739644,0.738694,0.700544,0.689895,0.679906,0.668535,0.662828,,,,,,,,,,,,,,,,,,,,
Jamaica,2.742597948,4.062396938,6.356429554,9.488228396,12.17967278,14.93420393,17.43339219,18.78459465,20.1234323,21.20896532,22.94152362,24.20180452,25.9891726,28.48124474,31.30084823,33.83666958,35.74877307,38.75476296,43.16517634,47.83208032,51.91952722,53.80494588,56.47526784,59.33433521,62.75979417,65.29521895,65.90369519,67.58184195,69.29265984,70.24394246,72.03116875,,,,,,,,,,,,,,,,,,,,
Jordan,0.176416666,0.17992775,0.187785883,0.188867871,0.197659263,0.197198312,0.197644532,0.196699377,0.206180831,0.202465915,0.197230593,0.194501325,0.193239758,0.193792049,0.194546282,0.19245518,0.206700331,0.211458744,0.256396569,0.262501613,0.280437269,0.290935189,0.302131802,0.308029383,0.319498181,0.312373638,0.313839644,0.30033043,0.29830717,0.297971523,0.293633835,,,,,,,,,,,,,,,,,,,,
Japan,187.7105173,186.8863703,185.767601,182.4995355,179.1583963,174.5427939,170.553321,168.5069309,166.5562676,162.0357393,154.7178581,149.7248731,143.7741963,139.5160912,134.363074,129.5519536,124.536832,120.3941995,116.8458127,115.1500636,111.6665904,107.4542865,104.2739711,101.3026713,103.0520726,103.4694336,105.5195036,105.1018984,103.70648,103.6254933,102.8354405,,,,,,,,,,,,,,,,,,,,
Kazakhstan,0.000685597,0.001302177,0.020016874,0.262695039,4.23542724,10.82281384,14.76254186,16.85395739,17.61016501,19.66489717,22.58685793,24.34684713,25.35863577,27.81874474,31.45940659,35.96251052,42.42905491,47.73476806,56.62729956,58.83520301,69.52283144,82.09009256,83.83247187,86.2350865,92.81367821,100.3497993,110.8245435,121.253465,129.310852,136.7404869,139.910351,,,,,,,,,,,,,,,,,,,,
Kenya,8.363048709,9.103253019,10.58235392,12.99399431,14.88720789,16.2176552,17.3779016,19.0368326,20.12978761,20.67550471,21.45296836,21.32275088,21.18661394,22.08939379,23.04329529,23.44212762,24.52531859,25.82535978,29.17079506,32.31910384,32.615068,35.39612136,37.97868332,37.66785361,38.28925742,39.04047721,39.38495664,40.1849359,40.1933703,41.05260016,43.9510036,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,0.003827767,0.008692548,0.079049055,0.659785067,1.814425979,2.524122394,3.354793342,3.934738506,4.24414592,5.755758155,7.159082641,7.519129813,7.551960319,7.708955062,7.890356926,8.197483745,8.703960445,9.737240279,11.67340134,12.0525757,13.10916504,15.72780801,15.3034335,15.36494258,16.0363656,17.1459732,16.73733532,16.95872301,17.13202882,17.49630377,18.28261924,,,,,,,,,,,,,,,,,,,,
Cambodia,,,,604.6793718,947.0539991,1001.851421,1013.671386,1056.327614,1152.765658,1150.693696,1077.323841,1082.101181,1072.847412,1072.220483,1094.47509,1125.911848,1143.45043,1186.118617,1306.059332,1328.63881,1354.31804,1371.236128,1336.791166,1340.06762,1386.035965,1395.92084,1402.131239,1428.353095,1438.269474,1458.761541,1400.091566,,,,,,,,,,,,,,,,,,,,
Kiribati,0.558417054,0.646062344,0.667235089,0.68593792,0.717623684,0.712257168,0.769241637,0.796308895,0.844557499,0.869936433,0.868222778,0.906868195,0.936912443,0.944107431,0.935055711,0.911452648,0.882419897,0.912177317,0.969189885,0.963492403,0.963619596,0.961621382,0.939796579,0.924841984,0.950775679,0.974612548,0.966167626,0.957473317,0.984778281,1.006203877,1.004180672,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,1.432696715,1.433493055,1.475797616,1.470342014,1.529894553,1.510214719,1.492637278,1.539456461,1.564950203,1.585563726,1.578929417,1.605852894,1.635798224,1.632783743,1.651019798,1.575146209,1.745495854,1.807347793,1.820737627,1.874742977,1.895193754,1.961193919,2.016147377,2.033647061,2.034985541,2.034913301,2.037616491,2.039764403,1.962280814,1.952395025,1.918640097,,,,,,,,,,,,,,,,,,,,
South Korea,560.1048516,591.3076591,623.0991581,646.7481181,684.8906949,717.9472452,734.0198376,750.4639744,775.3272269,754.8930279,747.714983,757.1174721,769.7719781,791.6966852,795.0553915,788.9204019,772.4805354,770.4712279,785.7181582,827.8173107,840.6830045,854.5854491,854.8871763,869.0815546,871.8783486,857.4836456,858.8099299,872.6247155,865.7214143,868.5705153,861.8237915,,,,,,,,,,,,,,,,,,,,
Kuwait,,,0.098457588,0.089074668,0.082092574,0.084306709,0.095631832,0.08957778,0.073383766,0.085425048,0.100704506,0.090936786,0.094129568,0.096960702,0.105155358,0.12418059,0.140030872,0.142241505,0.165567451,0.136107636,0.149478347,0.171689406,0.175966188,0.179435596,0.178934097,0.190294787,0.186951458,0.177483991,0.195132623,0.189148032,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,140.241774,153.2510447,158.817357,172.4904621,181.8892178,213.2238443,238.1290297,279.3958679,509.760382,1145.580351,1398.397995,1489.733502,1559.198884,1736.659847,1871.923027,1972.227098,2121.138203,2219.297681,2369.90973,2283.016413,2464.26204,2666.531562,2615.521025,2712.931187,2738.368097,2819.72908,2759.427584,2789.112421,2776.00422,2783.050112,2889.355038,,,,,,,,,,,,,,,,,,,,
Lebanon,183.3363064,261.851257,505.4638111,615.9376326,650.543171,705.2275699,704.5835981,772.6178068,794.7160916,789.7733824,756.3741541,728.8512866,752.8119408,750.7732965,722.064411,692.8139261,678.3860111,681.3367555,718.6845772,786.6013473,782.0399826,788.7517688,808.920124,798.52624,771.1146617,764.8212804,742.686028,734.7759925,756.7084092,777.0213044,1414.911469,,,,,,,,,,,,,,,,,,,,
Liberia,,,,,,,,,,,0.308871284,0.30441806,0.295504166,0.335117812,0.381346252,0.371638563,0.393673941,0.429448094,0.494242105,0.477147142,0.502365158,0.545838708,0.560399265,0.539034882,0.521862499,0.549791635,0.518197656,0.460993551,0.441843103,0.417882233,0.408399452,,,,,,,,,,,,,,,,,,,,
Libya,,,,,,,,,,0.182948587,0.202760753,0.212664313,0.266395723,0.299102462,0.357101695,0.445251105,0.473059237,0.511452137,0.611211003,0.453042638,0.511241074,0.592176242,0.676705556,0.663322637,0.575297949,0.490304619,0.505056908,0.606110228,0.699172495,0.679329193,0.476814861,,,,,,,,,,,,,,,,,,,,
St. Lucia,1.629377316,1.662483857,1.653808477,1.631757582,1.638840493,1.686487331,1.649487023,1.668123394,1.689645456,1.704448097,1.733931424,1.68123881,1.661873742,1.716815721,1.683645777,1.745397626,1.781811403,1.79750838,1.807869749,1.799905091,1.857602446,1.829693197,1.875663159,1.877229809,1.931427957,2.01107478,1.957611919,1.995760323,1.962282443,1.947002665,1.934939947,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,9.960659181,10.6584396,11.40091164,12.23787317,13.15272433,14.08112281,15.32375931,16.40837882,17.72082164,18.19577533,19.09313782,19.64536347,20.90819294,22.32282474,23.65083571,25.32605908,27.35429006,30.37569449,34.66093855,36.42130254,38.62954429,39.28888686,41.44745625,42.93896797,44.29830924,45.18318959,46.28296209,49.39013555,50.07776827,50.54539237,51.65101168,,,,,,,,,,,,,,,,,,,,
Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,1.114774034,1.270540696,1.415385892,1.538836465,1.623680573,1.794159397,1.867648422,2.001575536,2.175688727,2.319115991,2.411320901,2.630279838,2.957186242,2.974075077,3.174143297,3.260577694,3.459478812,3.143649178,3.599359317,3.65600572,3.806986268,4.080752376,4.373357769,4.393080238,4.623232831,4.751587391,5.011540902,5.505852694,5.894152619,5.972989651,5.897337069,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,0.361475,0.423296,0.463964,0.47262,0.461162,0.451527,0.432687,0.42073,0.404409,0.414384,0.435163,0.44685,0.470767,0.492829,0.469048,0.450033,0.451921,0.452657,0.443347,0.44262,0.445858,0.43844,0.44272,0.446753,0.450618,0.451998,,,,,,,,,,,,,,,,,,,,
Luxembourg,0.96832,0.953719,0.967241,1.001289,1.015082,0.974946,0.977094,0.973888,0.964435,0.95763,0.955437,0.963233,0.956996,0.96571,0.951997,0.946363,0.917918,0.922537,0.900045,0.902341,0.924932,0.905099,0.90679,0.895254,0.884138,0.881261,0.851894,0.84831,0.846841,0.846922,0.857118,,,,,,,,,,,,,,,,,,,,
Latvia,,,,,0.243,0.296771,0.328835,0.342004,0.353102,0.354315,0.360698,0.353274,0.360954,0.378618,0.399667,0.438594,0.489546,0.566495,0.575542,0.520747,0.486634,0.498506,0.506203,0.499271,0.497558,0.497569,0.484535,0.484537,0.49098,0.496688,0.481785,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",2.779578729,3.001937351,3.367659358,3.603433586,3.766378232,3.99091962,4.007996643,4.005470736,3.884011199,3.783151253,3.635806538,3.505154082,3.404409239,3.344040718,3.319336752,3.398298388,3.553940759,3.764218791,4.064338329,4.070792714,4.216667897,4.439786911,4.565290921,4.643870834,4.860661979,5.137023448,5.117854124,5.154916292,5.212431635,5.243828178,5.178889566,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,3.899568455,3.975557841,4.065306978,4.091743468,4.032450224,4.247372333,4.189164259,4.147529791,4.117417583,4.081933083,3.96304062,3.90327677,3.88893585,3.858601963,3.803255161,3.732276199,3.678727176,3.711284001,3.805403493,3.782160805,3.775071344,3.672276025,3.749628782,3.793989655,4.033862598,3.996445418,3.994036919,4.023440354,3.97191617,3.954455742,3.916888867,,,,,,,,,,,,,,,,,,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,0.6888285,0.864845273,0.956482854,1.035329831,1.42660393,1.77675801,1.948809073,2.106998651,2.376098086,2.498611191,2.649552971,2.916805233,3.292388726,3.528118771,3.577385288,4.713902242,4.995654106,5.009827603,4.98872232,5.293014536,5.556087026,5.408738124,5.572401514,5.614795012,5.819239896,6.062807521,,,,,,,,,,,,,,,,,,,,
Madagascar,83.50308815,87.66963417,98.20277144,105.5132354,143.5889336,209.6043215,246.5101557,253.2168671,265.9482518,281.0104123,306.6688829,323.8443695,371.3992839,358.4144604,397.7264366,456.5432463,490.8392222,527.1750849,555.829456,589.8469642,642.6326346,694.8628098,742.898448,777.658796,823.9560271,886.0912036,941.0108527,1013.435109,1060.394785,1128.673267,1178.099137,,,,,,,,,,,,,,,,,,,,
Maldives,,,,,,3.069559138,3.154723967,3.228410289,3.156148433,3.196890076,3.190540349,4.710965052,4.66068281,4.597029814,4.922822693,5.211333161,5.430842916,5.823893317,6.344036222,7.006661703,7.125536846,7.86162564,8.15415575,8.246445689,8.173717522,8.2779112,8.128860452,8.160779966,8.217870135,8.029460347,8.346489557,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,1.346927,1.605791999,1.796267999,2.057498999,2.191969002,2.972767997,3.694260995,4.312384995,4.922368999,5.633669989,6.103027018,6.332834986,6.553697009,6.648072982,6.989209018,7.126862021,7.157870982,7.374152982,7.469532003,7.428654018,7.676842987,7.673013016,7.858707975,7.884358972,8.045317989,8.327594996,8.446043033,8.913552014,9.201884995,9.369986998,9.522284961,,,,,,,,,,,,,,,,,,,,
Marshall Islands,0.850582587,0.864261703,0.87047283,0.876122845,0.880319943,0.886444395,0.894844091,0.938989856,0.949519451,0.96518357,0.9397863,0.916650735,0.932962763,0.928595731,0.90284939,0.882050277,0.890338382,0.880456692,0.942585867,0.893875646,0.887174189,0.938595164,0.987715751,0.955963152,0.933776525,0.918628281,0.986452236,0.990913633,0.973182583,0.96990903,,,,,,,,,,,,,,,,,,,,,
Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,0.048224396,0.090458307,1.213137766,6.424560901,15.84421662,18.17122931,18.35570377,18.75356775,18.75229856,19.03926353,19.9377273,20.49291695,20.01508096,20.12121665,19.27775951,19.29347041,18.91074059,19.53732336,19.26390611,18.35064849,18.71600565,19.28954261,19.00345718,19.1053766,18.99582269,19.44064634,18.95864307,18.97014893,19.03098524,18.81913999,18.82936944,,,,,,,,,,,,,,,,,,,,
Mali,129.0997397,117.6138225,115.8428138,116.82258,159.6315958,181.0709842,174.877424,181.5060574,182.6082113,174.222068,169.3564421,173.47453,176.7723594,160.3695427,161.7850456,168.6677692,171.3210308,174.4388781,183.5611786,190.6177923,196.6468178,216.0901597,225.3787264,219.3123855,218.6827209,218.5709699,211.3566582,214.5086807,212.5332561,212.8364199,211.4083113,,,,,,,,,,,,,,,,,,,,
Malta,0.570627507,0.570457051,0.577571164,0.580308824,0.588413092,0.580833039,0.57767735,0.575360948,0.580734892,0.583357983,0.579804547,0.588850826,0.581837108,0.57448863,0.566726901,0.572728836,0.572379323,0.56880074,0.571554045,0.569037218,0.572039961,0.574149665,0.579727114,0.57747751,0.586357807,0.59970095,0.583018318,0.586424535,0.583902637,0.576591686,0.572536077,,,,,,,,,,,,,,,,,,,,
Myanmar,8.642233327,10.34482712,12.31373915,16.38909548,19.58952194,22.94805176,27.72701731,36.46829241,48.9818438,59.21660225,59.34767763,72.50201556,100.9992563,119.4817217,120.5392347,139.2997069,164.0080147,197.4810112,220.0941563,229.0852603,242.3956838,261.7839424,267.4961902,278.5593689,294.0066163,318.9785541,347.0706198,366.7132881,380.5516782,398.4981402,417.3526902,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,0.29338996,0.314808195,0.314172138,0.336334574,0.347430908,0.355410341,0.337749214,0.350873892,0.36405422,0.371568472,0.369701576,0.363802524,0.369767596,0.364005136,0.361784663,0.359639702,0.349142444,0.350954176,0.347805275,0.340944903,0.327936264,,,,,,,,,,,,,,,,,,,,
Mongolia,1.751708899,3.275629012,8.765337368,35.8679427,57.70574869,90.58694725,98.57230826,117.9019351,114.3374209,124.9749581,136.9109441,147.9705397,154.9449279,167.6917946,190.5519394,221.936713,262.7811496,285.6650697,340.3170939,343.911832,473.1369405,533.5271104,577.6600378,630.6796646,683.7672292,717.0720514,729.2228016,791.436029,837.892867,900.4247303,931.6668918,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
